text,first_frame,avg_confidence
[17.18] arschbert PuIS (Oriariria): Stop fighting please,2040,0.44050335331821916
[17.24] Starlight  Poppy (Illaoi): no,2040,0.8368672316697777
20,2040,0.997738391252638
[I7.00] arschbert (Orianna) signals to be careful,2070,0.9573664082278704
[1709] Rutho (Kled) is on rampagel,2070,0.8500377445951428
[17:48] arschbert PHIS (Orianna): stop fighting please,2070,0.3555209241036931
[I7.24] Starlight PePpy (Illaoi): no,2070,0.3967818295573425
[17.27] arschbert PiS (Orianna): he can Iv [ U AND,2070,0.5881046597674265
[17.30] [To] Starlight Poppy: xd,2070,0.8041554185709314
[17;33] Shaco eats Ashe (Shaco) is on the way,2070,0.7197729348007864
20c,2070,0.22182900934858565
[I7:30] [To] Starlight Poppy: xd,2100,0.7516839276219653
[17:33] Shaco eats Ashe (Shaco) is on the way,2100,0.5065130440908945
[17:42] Starlight Poppy (Illaoi): he had 400 hp and ha,2100,0.8872655390630152
[17:45] Starlight Poppy (Illaoi): still won Ivl,2100,0.8019892946407682
[17.48] arschbert PIS (Orianna): ye,2100,0.41662037471243274
[17.48] Draven has [50 stacks of Adoration!,2100,0.7406890197602559
[17:49] arschbert PuS (Orianna): kled,2100,0.46700990867302217
[I7.51] [To] Starlight Poppy: yes so better stop,2100,0.8017523334443003
[17.48] arschbert PuIS (Orianna): ye,2130,0.5006172051153976
[17:48] Draven has [50 stacks of Adoration!,2130,0.6483456500700304
[I7:49] arschbert PIS (Orianna): kled,2130,0.5513963550461264
[I7:5I] [To] Starlight Poppy: yes so better stop,2130,0.7797648586251856
[17.57] Starlight Poppy: nah,2130,0.8912245908924795
[18.05] KrowNNN (Draven): you need one kill illaoi,2130,0.8260595002961779
[18.06] [To] Starlight Poppy: if you keep dying to him,2130,0.8376767633681022
[I8.08] KrowNNN (Draven): and all fine,2130,0.7988864251874964
[18.08] KrowNNN (Draven): and all fine,2160,0.8556815462254941
[18:|3] Shaco eats Ashe (Shaco) is on the way,2160,0.747842828599985
[18.17] Nerha (Elise) is on rampagel,2160,0.8125888466429594
[18.21] KrowNNN (Draven): you even fucked the d,2160,0.8015458482585142
[18.22] KrowNNN (Draven): fdp,2160,0.8370233014041896
20C,2160,0.26346025094597764
[18.17] Nerha (Elise) is on a rampagel,2220,0.6599931831226078
[18.21] KrowNNN (Draven): you even fucked the de,2220,0.650263922807439
[18.29] Starlight Poppy (Illaoi): parle mieux,2220,0.7758670804724407
[18.47] Skinte BnCo (Thresh): arrete ton racisme stp,2220,0.8487348395641761
[18.49] Shaco eats Ashe (Shaco) has targeted Nerha,2220,0.7149097860005279
[18.49] arschbert (Orianna) is on the way,2220,0.8612376219886504
[18.53] arschbert (Orianna) is on the way,2220,0.8909079672663819
[19.02] Nerha (Elise): Frost Queen's Clainri,2250,0.35411143856435845
[19.02] Nerha (Elise): Frost Queen's Claim,2250,0.7115667686114041
[19.03] Nerha (Elise): Frost Queen's Claim,2250,0.8831843223928753
[19.08] Shaco eats Ashe (Shaco) is on the way,2250,0.9416302968166324
[19.08] Shaco eats Ashe (Shaco) has targeted Inting B,2250,0.8978820227180931
[19.03] Nerfa (Elise): Frost Queen's Claim,2280,0.5861634375210572
[19:[0] Starlight Poppy (Illaoi): ha ok vous etiez des n,2280,0.7144960726831485
[19:16] Starlight Poppy (Illaoi): par rapport au malphit,2280,0.8038075812374461
[19:17] KrowNNN (Draven) just cashed in 345 extra,2280,0.719243433161771
of Draaaaaven!,2280,0.8386828183302796
[19.20] Rutho (Kled) is unstoppablel,2280,0.7897523630239376
214,2280,0.9999935304043551
64,2280,0.9999997471189183
[19.17] KrowNNN (Draven) just cashed in 345 extra,2310,0.709764535096952
[19.26] Shaco eats Ashe (Shaco) is on the way,2310,0.8219009860144812
[19.27] arschbert (Orianna) is on the way,2310,0.6390811646183889
[19.29] [All] Rutho (Kled): im not a rasist,2310,0.626836021881606
[19.29] Shaco eats AskeTSHaEo}  is on the way,2310,0.5966230602835921
[19.36] Shaco eatg' signals that enemies,2310,0.7017207525000989
1.0E,2310,0.30572858452796936
198,2340,0.9765708348749935
49,2340,0.47456725103847647
[19.29] [All] Rucho (Kled): im not a rasist,2370,0.44026897911217955
[19.29] Shaco eats Ashe (Shaco) is on the way,2370,0.8603366431827204
[19.36] Shaco eats Ashe (Shaco) signals that enemies,2370,0.9141190223426382
[19.40] Shaco eats Ashe (Shaco) is on the way,2370,0.8127607522863977
[19.41] Nerha (Elise) is unstoppablel,2370,0.7850216456418042
[20.08] Skinte (Thresh) purchased Eye of the Equinox,2370,0.7219830715517561
[20.08] Skinte (Thresh) purchased Control Ward,2370,0.7576345013913647
game fell ap,2370,0.7848062511029582
[19.29] Shiaco eats Ashe (Shaco) is on the way,2400,0.39275283023956237
19.36] Shaco eats Ashe (Shaco) signals that enemies,2400,0.758062302634606
[19.40j Shaco eats Ashe (Shaco) is onJ the way,2400,0.7156132985229853
[1941] Nerta (Elise) is uristoppablel,2400,0.3101410463706959
[20.08] Skinte (Thresh) purchased Eye of the Equiriox,2400,0.6430892727756519
[20:I0] Shaco eats Ashe Clewn (Shaco): game fell apa,2400,0.5616602783208234
[20:19] KrowNNN (Draven): orly,2400,0.41408247686300964
215,2400,0.9812002732611975
1.1,2400,0.7750267417451959
[20:[0] Shaco eats Ashe Clewn (Shaco): game fell apa,2430,0.6350683522300934
[20.26] KrowNNN (Draven): you are useless and illac,2430,0.741490926619441
[20.27] Shaco eats Ashe Clown (Shaco): yes at this m,2430,0.8277295455387133
[20.31] Shaco eats Ashe Clown (Shaco): can onesho,2430,0.776709421366944
[20.33] Shaco eats Ashe (Shaco) is on the way,2430,0.7546153220275422
[20.31] Shaco eats Aste Clowfi (Shjaco): i can onesho,2460,0.4292857837757487
[20.33] Shaco eats Ashie (Shaco) is onJ the way,2460,0.4047877590853135
[20.42] Shiaco eats Ashe (Sfico) signals that erernies,2460,0.28539277022024184
[20.43] KrowNNN (Draver) Ijas sHuccov  lerha (E,2460,0.27686478997240715
boury! (Tearri Gold: 450G),2460,0.4509105136224992
[20.44] Shaco eats Ashe Clwfi (Shjaco): gj,2460,0.516726524682335
[20.45] Skirite (Thresh): Elize Flash,2460,0.5173668654293417
[20.4T] arsctbbert PTJS (Orjarira): Imao,2460,0.2647945504064693
19C,2460,0.7025710765045688
1.1-,2460,0.321573595018496
E 4  U Unnan 3 L,2490,0.024724526148973174
[20.43] KrowNNN (Draven) has shutdown Nerha (EF,2490,0.8542441771882701
bounty' (Team Gold: 450G),2490,0.7301593758379089
[20.44] Shaco eats Ashe Clown (Shaco): gi,2490,0.7630068481545426
[20.45] Skinte (Thresh): Elise Flash,2490,0.9810415034708123
[20.47] arschbert PIIS (Orianna): Imao,2490,0.5906260181774683
[20.54] arschbert (Orianna) is on the way,2490,0.9964039775814683
[21.02] Skinte BnCo (Thresh): go for elise not xayay,2490,0.6501767610157717
[21.04] Brad PIica (Vel'Koz) is on klling 'spreel,2490,0.4818036537987546
[21.07] [All] Nerha (Elise): wow,2490,0.5663228800507131
A,2490,0.04673752780665641
221,2490,0.9993549951451655
68,2490,0.9999979769518709
203,2520,0.5619457511533529
[21.02] Skinte BnCo (Thresh) go for elise not xayay,2550,0.5174320324530932
[21.04] Brad PItta (Vel'Koz)is on killing 'spreel,2550,0.7666607353501728
[21.09] [All] Char34 MVPez (Karirja): gl on esports,2550,0.39357201946011894
[21.25] arschbert (Orianna) has shutdown Brad P]tra,2550,0.5249496570374058
bountyl (Team Gold: 300G),2550,0.5470272511416565
[21.39] [All] Shaco eats Ashe Clown (Shaco): OMG,2550,0.6946041245870912
Iall |,2550,0.8667865485547469
66,2550,0.9999951109690732
[21.09] [All] Char34 MVPez (Karra): 500,2580,0.7480750289887185
[21.25] arschbert (Orianna) haz shutd,2580,0.5012934359985699
bourty! (Team Gold: 300G) Consumables,2580,0.8198822700539015
[21.39] [AllJ] Shaco eats Ashe Clown,2580,0.5462239135589806
[2I:40] [Allj Shaco eats Ashe Clown,2580,0.6252663099098342
[21.40] Rutho (Kled) is domrinating!,2580,0.3916678165004861
[2I:40] [Allj] Shaco eats Ashe Clown,2580,0.5648062400467099
[21:49] [Allj Shaco eats Ashe Clown,2580,0.5279921017207867
245,2610,0.9972486570317701
[21:40] [All] Shaco eats Ashe Clown (Shaco): WHY,2640,0.5596276847525055
[21:40] Rutho (Kled) is dominating',2640,0.6134413501446478
[21:40] [All] Shaco eats Ashe Clown (Shaco): AGAIN,2640,0.5479060590828997
[21.49] [All] Shaco eats Ashe Clown (Shaco): u all sur,2640,0.5208386708117547
[22.18] KrowNNN (Draven) has shutdown Nerha (EF,2640,0.46657676702866396
[22.22] Shaco eats Ashe (Shaco) is on the way,2640,0.9306163063867219
263,2640,0.9493031802942766
[2I.40] [All] Shaco eats Ashe Clown (Shaco): WHY,2670,0.369955628857212
[21:40] Rutho (Kled) is dominatingl,2670,0.5489979383269702
[2I.40] [All] Shaco eats Ashe Clovr (Shiaco): AGAIN,2670,0.3542814620484606
[21.49] [All] Shaco eats Ashe Clow/r (Sfiaco): u all sur,2670,0.30773276081538103
[22:18] KrowNNN (Draven) has shuiclown Nerha (El,2670,0.5791916559368337
bounty' (Team Gold: 300G),2670,0.6375662447458513
[22.22] Shaco eats Ashe (Shaco) is on the way ,2670,0.7792968566900635
[22.35] KrowNNN (Draven): aller zinedine,2670,0.9522986974774371
[21.40] [All] Shaco eats Ashe Clown (Shaco): AGAIN,2700,0.8693201617472658
[22.18] KrowNNN (Draven) has shutdown Nerha (E,2700,0.5487653702526725
[22.43] Shaco eats Ashe (Shaco) has targeted the Blas,2700,0.7269616476094953
[22.43] Starlight Poppy (Illaoi) has targeted the Blast,2700,0.9301387622827656
bourtyl (Tearn Gold: 300G),2730,0.4780839028054722
[22.22] Staco eats Ashje (Shaco) is Ofl the wray,2730,0.26000690206925564
[22.35] KrovNNN (Draver): aller zinedine,2730,0.509144024962914
[22.43] Staco eats Ahe (Sfaco) has targered the Bla,2730,0.4092687689901443
[22.43] Starligtit Popp] (Illaoi) has targeced the Blast,2730,0.7058522276540146
[22.59] Skirite (Thresh) sigrjals everyorle to back awa;,2730,0.334586962533864
[23.05] Shaco eats Asfie (Sfaco) has shutdow Rucho,2730,0.35975902162146345
bouricy! (Tearri Gold: 450G),2730,0.2599486284723003
270,2730,0.6274009574141688
72,2730,0.6426948101685176
1.2,2730,0.5889838617866744
~bounty! (Tearf Gold: 300G),2760,0.3517144772938931
[22.22] Shaco eats Ashe (Shaco) is onl the way,2760,0.498876351628373
[22.35] KrowNNN (Draver): aller zinedine,2760,0.6885246008869808
[22.43] Shaco eats Ashe (Shaco) Has targeted the Bla,2760,0.47458549862611554
[22.43] Starlighit Poppy (Illaoi) has targeced the Blast,2760,0.7859124511040884
[22.59] Skirite (Thresh) sigrals everyore to back awa} _,2760,0.3431824732211958
[23.05] Shaco eats Ashe (Shaco) IJas shutdovr Rucho~,2760,0.23161719647948217
bouricy! (Tearf Gold: 4506),2760,0.5396539275926486
27C,2760,0.8256602137058242
[22.43] Slaco eats Ashe (Shlaco) fas targeted the Blaz,2790,0.2874634747933512
[22.43] Starlight: Poppy (Illaoi) has targeced the Blast,2790,0.7293755997626885
[22.59] Skinte (Threshi) Sigrjals everyore to back away,2790,0.5103326406040315
[23.05] Shaco eats Ashe (Shaco) IJas shutdovr Rucho-,2790,0.23772348582127517
bounty! (Teari Gol: 450G),2790,0.6363250853062288
[23.30] KrowNNN (Draveri) is onj the way,2790,0.2810655971513301
[23.31] Skirite (Threshi) is OrJ the way,2790,0.3739486552305181
[23.3/] arschbert (Oriariria) is On the way,2790,0.39234878934883405
[23.30] KrowNNN (Draven) is on the way,2850,0.9786613477619133
[23.3/] Skinte (Thresh) is on the way,2850,0.6205728242826996
[23.31] arschbert (Orianna) is on the way,2850,0.852005404586758
[23.55] Char34 (Karma) has claimed KrowNNN (Dra,2850,0.9539538245303913
[23.55] arschbert (Orianna): E - Os,2850,0.7091194556061974
[24.07] Skinte (Thresh) purchased Oracle Alteration,2850,0.8043496511948691
"[23.30] KrowNNN (Draven) is on the way,",2880,0.7348186973699206
1S50G),2880,0.5033915758745768
[24:1I] Skinte (Thresh) purchased Control Ward,2880,0.4269349416131355
[24.27] Skinte (Thresh) is asking for assistance,2910,0.6081479505721751
[24.28] Starlight Poppy (Illaoi) sigrals to be careful,2910,0.7971055863454012
[24.28] Shaco eats Ashe (Shaco) fis slir) tihe Ocear],2910,0.17633246448979098
[24.29] arschbert (Orianna) is on] the ay,2910,0.6928480937379424
[24.31] Starlight Poppy (Illaoi) is on the way,2910,0.9132832053493144
[24.33] arschbert (Orianna): Flash  195,2910,0.9299934387485429
[24.39] arschbert (Orianna) is on the way,2910,0.804571231282103
[24.29] arschbert (Orianna) is on the way,2940,0.6099538981410376
[24.33] arschbert (Orianna): Flash 19s,2940,0.7326538756364327
[24.43] Shaco eats Ashe (Shaco) signals to be careful,2940,0.8533456066142614
[24.51] Shaco eats Ashe (Shaco): Infinity Edge Need,2940,0.8968766346917714
[24.53] Shaco eats Ashe (Shaco) signals to be careful,2940,0.9629668303563235
275,2940,0.9765016104845236
76,2940,0.9999990727694587
[24.31] Scarlighc Poppy (Illaoi) is on the way,2970,0.6314741379965928
[24.31] Starligfit  Poppy (Jllaoi) is on the wnay,2970,0.6222432578962573
[24.33] arschbert (Oriariria): Flash 19s,2970,0.7107677546641634
[24.39] arschbert (Orjariria) is or} the way,2970,0.3165944745444152
[24.43] Shaco eats Ashe (Shaco) sigrals to be careful,2970,0.8109625656495055
[24.51] Shaco eats Ashe (Shaco): nfiriicy Edge Need,2970,0.9045920305143077
[25.02] Shaco eats Ashe (Shaco) signals to be careful,2970,0.7767770684350513
1.32,2970,0.40575159330075533
500,3000,0.9547802649031503
Consumables,3000,0.996682867836447
[24.33] arschberc (Oriariria): Flash 19s,3030,0.7555808994664193
[24.39] arschberc (Oriariria) is Orl the wray,3030,0.4805412452404855
[24.43] Shiaco eats Asfe (Shaco) sigrlals to be careful,3030,0.4316411195107331
[24.51] Sfiaco eats Asfiz (Sfiaco): Infinity Edge Need,3030,0.5686759775723533
[24.53] Shiaco eats Ashie (Shaco) sigrlals t0 be careful,3030,0.3884368307181532
[25.02] Shaco eats Ashie (Shaco) Sigrlals t0 be careful,3030,0.2902896534507482
[225.12] Shaco eats Astie (Shaco): Infiricy Edga Need,3030,0.6966950735180297
[25.39] arschbert (Oriarifia) erlery has vision here,3030,0.4610636768648275
305,3030,0.9401860497273701
[25.02] Shaco eats Ashe (Shaco) sigrals to be careful,3090,0.8987041301654317
[25.12] Shaco eats Ashe (Shaco): Iniinicy Edge Need,3090,0.8243046923510592
[25.39] arschbert (Oriariria) erery has vision here,3090,0.5153394281272382
[25.40] arschbert (Orjarrja) enerry has vision here,3090,0.665805887997436
[25.55] Starligfit Popp] (Illaoi) is or the way,3090,0.6942241039383823
[26.03] Starlighic Poppl (Illaoi) is asking for assistance,3090,0.6433352248742544
[26.06] Shaco eats Ashe (Shaco) is on the way,3090,0.7946898996188928
[26.08] arschbert (Oriara): Mana [7%,3090,0.717187828168457
cal,3090,0.975564092973567
[25.39] arschbert (Orianna) enemy has vision here,3120,0.8423620571593481
[25.40] arschbert (Orianna) enemy has vision here,3120,0.9908383924681896
[25.55] Starlight Poppy (Illaoi) is on the way,3120,0.9014980503632204
[26.03] Starlight Poppy (Illaoi) is asking for assistance,3120,0.9104393812671342
[26.08] arschbert (Orianna): Mana [7%,3120,0.9022251318771174
[26.09] Shaco eats Ashe Clown (Shaco): care,3120,0.8604994059011271
[26:17] Shaco eats Ashe (Shaco) is on the way,3120,0.7148122638360164
312,3120,0.6104670763015747
73,3150,0.9999981455391691
[26.08] arschbert (Orjarirja): Mana 17%,3180,0.44814174675115276
[26.09] Shaco eats Ashe Clewn (Shaco): care,3180,0.8480822987606778
[26:1 7] Shaco eats Ashe (Shaco) is orj the wray,3180,0.25243779323224136
[2641] Shaco eats Ashe (Shaco) has slir] Baror) ] ksf,3180,0.2377803427981568
[26.48] Char3 + (Karma;) has claimerd] Stiaco eats Ahe,3180,0.3830374167816061
Gold: IS0G),3180,0.7597602104921158
Krd265il] Shaco eats Ashe (Shaco) signals KrowNNN,3180,0.4639349783611594
[26.54] Shaco eats Ashe Clown (Shaco): survive,3180,0.8512437890386105
295,3180,0.9958103232616216
81,3180,1.0
Gold: I50G) 500,3210,0.7290425674117577
[26.51] Shaco eats Ashe (Shaco) signa ,3210,0.7209756199849703
[26.54] Shaco eats Ashe Clown (Shace Consumables,3210,0.7606066465128374
[26.54] Shaco eats Ashe Clown (Shace,3210,0.7638911987090429
[27.03] Shaco eats Ashe (Shaco) signa ,3210,0.6588018119350679
[27.04] Shaco eats Ashe Clown (Shac,3210,0.6909446351055213
[27.05] Shaco eats Ashe Clown (Shac ,3210,0.746112421094035
[27.04] Shaco eats Ashe Clown (Shaco);: omg,3240,0.5264273325891968
[27.05] Shaco eats Ashe Clown (Shaco): omg,3240,0.9560442054612526
[27:10] Skinte (Thresh) purchased Rigliteous Glory,3240,0.6256147128435628
[27:/ 1] Shaco eats Ashe (Shaco) signals that enemies,3240,0.4973403947686333
[27:1I] Shaco eats Ashe (Shaco) signals that enemies,3240,0.509326356809263
[27:12] Shaco eats Ashe (Shaco) signals that enemies,3240,0.8815580234475606
[27.20] [To] Starlight Popp: you said U dont tilt,3240,0.8633113415691315
[27.23] [To] Starlight Poppy: remember thatl,3240,0.9632546267671783
1.4,3240,0.783057448868822
[2Z:0] Skirice (Thresh) purchased Righteous Glor],3270,0.6287677468567227
[27:] I] Sfiaco eats Ashie (Shiaco) sigrals that erernies,3270,0.24741962016475963
[ZZA] Stlaco eats Asje (Shaco) sigrals that ereries,3270,0.3224412288279488
[27A12] Sfiaco eats Ashe (Sfico) sigrials that erernies,3270,0.2531894011188876
[27.20] [To] Scarlighc Popp]: YOU sajd U dort til,3270,0.6178762977031658
[27.23] [To] Scarligfic Poppy: rerrierrber chatl,3270,0.3795474992478196
[27.30] Starlight Poppy: Ktri flot tilted ac all,3270,0.3003868742868262
[27.333] [To] Starlight Poppj: XD,3270,0.3312049269137073
[27:11] Shaco eats Ashe (Shaco) signals that enemies,3300,0.6395432384068389
[27.20] [To] Starlight Poppy: You said U dont tilt,3300,0.8578696665840674
[27.23] [To] Starlight Poppy: remember that!,3300,0.7252761351934035
[27.30] Starlight Poppy: im not tilted at all,3300,0.8127384894863116
[27.33] [To] Starlight Poppy: XD,3300,0.8931674221273581
[27.43] Starlight Poppy: u are tho?,3300,0.91347994501632
[27.51] [To] Starlight Poppy: im not but im pretty sur,3300,0.7672357571540535
317,3300,0.9998038411140442
1.5,3300,0.973794211251727
[27.30] Starlight Poppt: TTi flot tilted at all,3330,0.45453953310988915
[27.33] [To] Scarlight Poppj: XD,3330,0.7237145743061437
[27.43] Starlight Poppr: Ware tho?,3330,0.629946656709369
[27.51] [To] Starlight Poppy: inf) IJOC buc itn pretty sur,3330,0.09631897218810616
[2757] KroiNNN (Draver) purchased Farsight Alter,3330,0.42674055960540974
[28.00] Starlight Poppt: - Yifierl til | pollute cfat,3330,0.4593767825418975
[28.07] [To] Starlight Poppy: You did,3330,0.4813675926527625
[28.08] Starlight PoPpy: imnot saying anything iT) ct,3330,0.414911627082764
Ir,3330,0.9522127599652686
[27.57] KrowNNN (Draven) purchased Farsight Alte,3360,0.6712865046295687
[28.00] Starlight Poppy: wher til pollute chat,3360,0.8489307013918795
[28.07] [To] Starlight Poppr: you did,3360,0.7681158922841976
[28.08] Starlight Poppr: YI) flot Sayirig arlychirg YrI) c},3360,0.549230948633624
[28.I0] [To] Scarligit Poppy: a Jil,3360,0.27504854113017324
[28.16] Starlighit Poppy:= a lil 5o jt wasfit til,3360,0.44767433149304575
[28.1T] Stiaco eats Ashie (Sflaco) is Ofl the way,3360,0.20480707772999432
2822] [To] Starlight PoPPf: rrihh,3360,0.35731975381131226
IRI,3360,0.9000085020913268
1.43,3360,0.46703801055645616
[28:[0] [To] Starlight Poppy: Iil,3390,0.7123764326902627
[28:|6] Starlight Poppy: a lil so it wasn't tilt,3390,0.8248096759197003
[28:17] Shaco eats Ashe (Shaco) is on the way,3390,0.7496905273570339
[28.22] [To] Starlight Poppy: mhh,3390,0.9863693432706718
[28.25] [To] Starlight Poppy: okay ;P,3390,0.8604964030251855
[28.32] Shaco eats Ashe (Shaco) is on the way,3390,0.8365139510886537
[28.33] arschbert (Orianna) is on the way,3390,0.7885652786661135
[28.35] arschbert (Orianna): Ghost 23s,3390,0.6168152433897456
[28:I6] Starlight Poppy: a lilso jc wasn'E tilt,3420,0.5955285755605666
[28:I7] Shaco eats Ashe (Shaco) is on the way,3420,0.7987197534229118
[28.25] [To] Starlight Poppy: okay ;,3420,0.8571976966481061
[28.35] arschbert Orianna): Ghost 235,3420,0.9313787644011849
[28.40] Starlighc Poppy (Illaoi): Teleport Ready,3420,0.9025467071995711
wait,3420,0.9994809627532959
[28.40] Starlight Poppy (Illaoi): Teleport Ready,3450,0.9697329443085294
[28.59] Shaco eats Ashe Clown (Shaco): wait xayah le,3450,0.9059503978652076
[29.05] Shaco eats Ashe (Shaco) has targeted Rutho,3450,0.5645541371362051
[29.06] Starlight Poppy (Illaoi): omg did kill,3450,0.9025811480965891
[29.17] Shaco eats Ashe Clown (Shaco): xayah comes,3480,0.7594007353234412
[29:19] Shaco eats Ashe Clown (Shaco):,3480,0.785633741481471
[29.21] Shaco eats Ashe Clown (Shaco): so tilting,3480,0.7102812460237702
[29.21] Shaco eats Ashe Clown (Shjaco): SO tilting,3510,0.6891727003412962
[29.25] arschbert (Orianna) has clairried Char3 4 (Kart,3510,0.5233145890755782
[29.34] KrowNNN (Draven) has sfiutdovn Brad Put,3510,0.2790198049303414
their bountyl (Teami Gold: 300G),3510,0.7689949803821059
~[29.36] Brad PIcta (VelKoz) is ori killing spreel,3510,0.7947139734117036
[29.39] Rutfio (Kled) hias shutcor) arschbert (Oriatif,3510,0.18585155385660565
bourityl (Tearr Gol: 300G),3510,0.3640165768233457
50G),3540,0.8251431411398095
[29.34] KrowNNN (Draveri) Has shutdown Brad ?Jc),3540,0.307147365660348
their bourity! (Team Gold 300G),3540,0.3787415177596375
[29.36] Brad PIca (Vel'koz)is on a killing spreel,3540,0.3423181150901184
[29.39] Rutho (KJed) has shutdowh arschbert (Oriang,3540,0.3457809580830138
bouficy! ((Tearr Gold: 300G),3540,0.5836062538033958
[29.42] Skinte (Thresh): Mountain Drake Spawyning,3540,0.7814629847272132
[29.48] Shaco eats Ashe Clown (Shaco): rip nash,3540,0.7152244931255203
[29.34] KrowNNN (Draverl) has sflutclowr Brad Pltt_,3570,0.19555421855731125
cheir bourityl (Teati Gold: 300G),3570,0.3727637856884993
[29.36] Brad Plca (Vel'Koz) is Ofl killing 'spreel,3570,0.6218759441679464
[29.39] Rutho (Kled) has shutcov arschbert (Orianr,3570,0.30825526009732523
bouricy! (Tearn Gold: 3OOG),3570,0.2319673849980833
[29.42] Skirite (Thresh): Mouriair Drake Spawning,3570,0.8428066731141579
[29.48] Shaco eats Ashie Cig)ri (Shjaco): rip nash,3570,0.5210892599874224
[30.09] Shaco eats Ashe Clewn (Shaco): xayah no r,3570,0.5239088017345604
[29.39] Rijra (KTed) has shutdow/r} arschberc (Oriarij,3600,0.09396198455199155
bouriy' (Team Gold: 300G),3600,0.5586553633639316
[29.42] Skinte (Thresh): Mouriaini Drake Spawning,3600,0.7561261064569933
[29.48] Shiaco eats Ashe Cigwri (Shjaco): rip nash,3600,0.676506704892683
[30.09] Shaco eats Ashe Cizwri (Shaco): xayah no r,3600,0.38165456382507457
[30:16] Skirite BnCo (Thresh): stop focusing 'Xayah,3600,0.48855478586957934
[30.18] Skirite BnCo (Thresh): shes useless,3600,0.578530134356503
[30.19] Skinte BnCo (Thresh): 2 items,3600,0.9141305036455643
[30.29] Shaco eats Ashe Clown (Shaco): ADI,3630,0.8663245875160729
[30.30] Shaco eats Ashe Clown (Shaco): CANT,3630,0.8286682178489174
[30.30] Shaco eats Ashe Clown (Shaco): ULT,3630,0.8641516132518376
[30.32] Shaco eats Ashe Clown (Shaco): CANT IGNI,3630,0.8982273204302074
[30.33] Shaco eats Ashe Clown (Shaco): CANT W,3630,0.9394235337977926
[30.34] Shaco eats Ashe Clown (Shaco): CANT E,3630,0.889041312940898
[30.36] Shaco eats Ashe Clown (Shaco): CANT DO,3630,0.5462759146700662
[30.39] Starlight Poppy (Illaoi) signals to be careful,3630,0.7730805728600237
[30.46] The enemy tear) has shirythe Mourjair) Drak,3660,0.3103673715009498
[30.30] Staco eatz Ashe Clewn (Shaco): ULT,3720,0.5348446358919535
[30.32] Stiaco eats Ashe Cl2w/n (Shaco): CANT IGNI,3720,0.5313800441159634
[30.33] Shaco eats Ashe Cieri (Shaco): CANT W,3720,0.42255110822450037
[30.34] Shaco eats Ashie Cizw/ri (Shjaco): CANT E,3720,0.367441121060041
[30.36] Shaco eats Ashe Cigwr (Shjaco): CANT DO,3720,0.40443076230069697
[30.39] Starlight Popp] (Illaoi) sigrals to be careful,3720,0.703891129527442
[30.46] TThe erern} tzaf kus shir) the rJujair) Drak,3720,0.05834514294106596
[31.20] Shaco eats Ashe (Shaco) sigrals thac erernies,3720,0.3810885248116973
[30.33] Shaco eats Aste Clewri (Shaco): CANT W,3750,0.3630115677775791
[30.34] Shaco eats Asfe Clgwri (Shaco): CANT E,3750,0.5071599235355435
[30.36] Shaco eats Ashe Cizr (Shaco): CANT DO,3750,0.3446668770704908
[30.39] Scarligfic Popp] (Illaoi) sigrlals to be careful,3750,0.6935453831073913
[30.46] TThe erjem/ Geari KnL shir) #e Foujtaln Drak,3750,0.05964675074589762
[31.2O] Shiaco eats Ashie (Shiaco) sigrials cfat erieries,3750,0.27361862189732544
[31:33] Sfiaco eats Ashe (Sfico) sigrals chat eriernies,3750,0.2880646489357974
[31.35] Shaco eats Ashe (Sfiaco) is ori the way,3750,0.3857691597371992
[30.46] The erierri} Iearr has shif) tke |butain Drak,3780,0.11167261222618627
[31.20] Shaco eats Ashe (Shaco) signals that enemies,3780,0.6198210870075992
[31:33] Shaco eats Ashe (Shaco) sigals that enemies,3780,0.6391418976999768
[31.35] Shaco eats Ashe (Shaco) is on the way,3780,0.7116436288307064
[31.39] Starlight Poppy (Illaoi) is on the way,3780,0.7785344889215985
[31.42] Starlight Poppy (Illaoi) hjas targeted the Iririer,3780,0.7079958924961197
[31:42] Stiaco eats Ashe (Shaco) is on] the way,3780,0.606816819565869
[31.47] Shaco eats Ashe (Shaco) has targeted the Irine,3780,0.5776910995820449
[3.39] Starlight Poppy (Illaoi) is on the way,3810,0.8428772700359642
[31:42] Starlight Poppy (Illaoi) has targeted the Inner,3810,0.8231384632804768
[31.42] Shaco eats Ashe (Shaco) is on the way,3810,0.6724504580825936
[3.47] Shaco eats Ashe (Shaco) has targeted the Ane,3810,0.4557867522166483
[3/.56] Shaco eats Ashe (Shaco) has targeted the Inn,3810,0.6960324149866333
[31.56] arschbert (Orianna): R - 3s,3810,0.672373640702015
[31.59] Shaco eats Ashe (Shaco) is on the way,3810,0.7494800733092633
[32.01] Shaco eats Ashe (Shaco) is on the way,3810,0.5870350095408545
[3/.56] arschbert (Orianra): R 31s,3840,0.4196330981954465
[32:15] arschbert (Orianna) R : 12s _,3840,0.29752895977742605
[32:[5] Starlight Poppy (Illaoi): xayah,3840,0.7288295845823045
[32:17] arschbert (Orianna): R - [Os,3840,0.5296774717484201
[32.[7] arschbert (Orianna): R - [Os,3840,0.6760391078104637
[32.21] Starlight Poppy (Illaoi): kled perfect counter,3840,0.9530595255415482
[32:15] Starlight  Popp] (Illaoi) xayah,3870,0.5266098591843664
